Observations
-0.10973196
-0.12049782
0.097394526
0.03665739
-0.088618234
0.06602501
-0.050724823
0.0007371836
0.03230255
-0.05155267
0.02172498
0.017444788
0.04039238
-0.043991733
-0.033023637
-0.010171775
-0.017893229
-0.022325605
0.009267905
0.006557673
-0.021214116
-0.022014972
-0.012234189
0.0003136786
0.010578202
-0.020235071
-0.009778234
0.014789225
-0.02145392
0.011006474
0.017512852
0.012213624
0.007230472
-0.011551858
-0.01003874
0.002107582
-0.0015909194
0.0048131174
-0.0010524044
0.015275127
0.008890216
-0.014191487
0.012776717
0.0057399236
-0.0070445873
-0.008403608
0.0068417303
-0.0075501497
-0.00015819285
0.0030074546
0.012163823
0.008806444
0.003561553
-0.006229104
-0.009018836
0.0052830707
-0.002148989
-0.005956942
0.011544316
5.638055e-05
0.0013481281
-0.010215818
-0.008320253
-0.00376081
-0.0003198463
0.008333828
-0.0029886423
0.0011547839
0.0015004472
9.5219104e-05
0.00091241207
0.0024794599
-0.0007523796
-0.010661278
-0.00054372096
0.002332228
-0.007419711
0.005688487
-0.0028615822
-0.0036518795
0.0007573564
-0.00028621877
0.006158318
0.0025254833
0.0022157878
0.008939206
0.0027795043
-0.0025383579
5.764596e-05
-0.003953729
0.0020963238
-0.0072777346
-0.0038848592
-0.001632806
0.0017510555
0.0041281376
-0.0023737906
0.0023212875
0.005602879
-0.0012671202
-0.12617706
-0.11452726
0.07919395
0.045518618
-0.09147939
0.05788734
-0.05038511
0.023034105
0.038864676
-0.040401615
0.03396321
0.01332835
0.041547656
-0.04993179
-0.013967814
-0.017129235
-0.016339874
-0.021994578
0.015726747
-0.00096877886
-0.015279173
-0.01979329
-0.0195226
0.008606802
0.01810958
-0.02112928
-0.0037053125
0.0077728075
-0.019232942
-0.00095264456
0.017694497
0.018745545
0.012734444
-0.009844294
-0.0053005456
0.0022398764
-0.008853101
0.011569624
-0.0067376774
0.01438832
0.005812591
-0.0082606785
0.010861696
0.0067948177
-0.012066404
-0.004992312
0.0014250234
-0.0071623945
0.003770436
0.0011371447
0.011360303
0.0035807812
0.009511563
-0.000103385384
-0.011067168
0.00548822
-0.0008838307
-0.0110478895
0.006544327
0.0021892998
0.006492835
-0.0062928475
-0.0073497863
-0.0046554995
-0.00039247
0.0048560845
-0.009363274
-0.000537838
0.0031436547
-0.002642092
0.00022552426
-0.0030955935
-3.077847e-05
-0.009089076
-0.0007858896
0.0044494825
